Name,Notes,slide
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-29/,T2235121HPV--C504188
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-30/,T2235121HPV--C504189
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-31/,T2235121HPV--C504190
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-32/,T2235121HPV--C504191
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-33/,T2235121HPV--C504192
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-34/,T2235121HPV--C504193
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-35/,T2235121HPV--C504194
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-36/,T2235121HPV--C504195
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-37/,T2235121HPV--C504196
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-38/,T2235121HPV--C504203
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-39/,T2235121HPV--C504204
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-40/,T2235121HPV--C504206
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Negative",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-negative-41/,T2235121HPV--C504221
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive/,T2235121HPV+-C504123
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-2/,T2235121HPV+-C504125
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-3/,T2235121HPV+-C504126
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-4/,T2235121HPV+-C504127
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-5/,T2235121HPV+-C504128
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-6/,T2235121HPV+-C504129
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-7/,T2235121HPV+-C504134
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-8/,T2235121HPV+-C504135
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-9/,T2235121HPV+-C504136
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-10/,T2235121HPV+-C504138
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-11/,T2235121HPV+-C504139
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-12/,T2235121HPV+-C504140
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-13/,T2235121HPV+-C504143
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-14/,T2235121HPV+-C504144
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-15/,T2235121HPV+-C504145
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-16/,T2235121HPV+-C504147
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-17/,T2235121HPV+-C504150
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-18/,T2235121HPV+-C504151
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-19/,T2235121HPV+-C504152
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-20/,T2235121HPV+-C504153
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-21/,T2235121HPV+-C504158
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-22/,T2235121HPV+-C504160
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-23/,T2235121HPV+-C504162
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-24/,T2235121HPV+-C504166
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-25/,T2235121HPV+-C504168
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-26/,T2235121HPV+-C504170
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-27/,T2235121HPV+-C504171
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-28/,T2235121HPV+-C504172
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-29/,T2235121HPV+-C504173
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-30/,T2235121HPV+-C504174
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-31/,T2235121HPV+-C504175
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-32/,T2235121HPV+-C504176
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-33/,T2235121HPV+-C504177
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-34/,T2235121HPV+-C504178
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-35/,T2235121HPV+-C504179
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-36/,T2235121HPV+-C504180
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-37/,T2235121HPV+-C504181
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-38/,T2235121HPV+-C504186
"Paraffin Tissue Section - Human Head & Neck Tumor: Squamous Cell Carcinoma, HPV Positive",http://www.biochain.com/product/paraffin-tissue-section-human-head-neck-tumor-squamous-cell-carcinoma-hpv-positive-39/,T2235121HPV+-C504187
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive/,T2235275HPV+-C504200
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-2/,T2235275HPV+-C504201
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-3/,T2235275HPV+-C504202
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-4/,T2235275HPV+-C504205
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-5/,T2235275HPV+-C504207
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-6/,T2235275HPV+-C504208
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-7/,T2235275HPV+-C504209
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-8/,T2235275HPV+-C504210
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-9/,T2235275HPV+-C504211
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-10/,T2235275HPV+-C504212
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-11/,T2235275HPV+-C504213
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-12/,T2235275HPV+-C504214
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-13/,T2235275HPV+-C504215
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-14/,T2235275HPV+-C504216
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-15/,T2235275HPV+-C504217
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-16/,T2235275HPV+-C504218
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-17/,T2235275HPV+-C504219
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-18/,T2235275HPV+-C504220
"Paraffin Tissue Section - Human Uterus Cervix Tumor, HPV positive",http://www.biochain.com/product/paraffin-tissue-section-human-uterus-cervix-tumor-hpv-positive-19/,T2235275HPV+-C504222
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss/,T2235090MSS-C504235
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-2/,T2235090MSS-C504236
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-3/,T2235090MSS-C504237
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-4/,T2235090MSS-C504238
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-5/,T2235090MSS-C504239
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSH",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-msh/,T2235090MSH-C504240
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-6/,T2235090MSS-C504241
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-7/,T2235090MSS-C504242
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-8/,T2235090MSS-C504243
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-9/,T2235090MSS-C504244
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-10/,T2235090MSS-C504245
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSS",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-mss-11/,T2235090MSS-C504246
"Paraffin Tissue Section - Human Colon Tumor: Adenocarcinoma, MSH",http://www.biochain.com/product/paraffin-tissue-section-human-colon-tumor-adenocarcinoma-msh-2/,T2235090MSH-C504247
